biosample_id,sampleid,organism,host,city,state,zip,country,university,lat_lon,horse,visit,sample_order,dob,collection_date,age_of_collection,sample_age,month_norm,equine_sex,sex,breed,breed_type,diagnosis,disease_category,colic_inflammatory,acute_gi_subgroup,disease_category_healthy,disease_category_acute_gi,disease_category_musculoskeletal,disease_category_ocular,disease_category_integumentary,disease_category_respiratory,disease_category_chronic_gi,disease_category_neurologic,disease_category_dental,disease_category_reproductive,disease_category_systemic,disease_category_cardiovascular,disease_category_immune_mediated,disease_category_urinary,euthanasia_death,treatment,treatment_analgesic,treatment_antibiotic,treatment_surgery,treatment_antacid,treatment_drug,treatment_procedure,treatment_sedative,treatment_supplement,treatment_antibiotic_aminoglycoside,treatment_NSAID,treatment_anesthetic,treatment_antibiotic_beta_lactam,treatment_antibiotic_cephalosporin,treatment_fluid,treatment_antibiotic_sulfonamide,treatment_corticosteroid,feed,feed_pasture,feed_hay,feed_grain,feed_nursing
SAMN37981247,JW62,Equine Feces,Equus caballus,Fulton,MO,65251,USA,University of Missouri,38.94 N 92.32 W,7167760,1,1,6/27/11,6/29/16,1829,1,6.966666667,Gelding,Male,Quarter Horse,Quarter Horse,Bronchial Pneumonia: Strep equi ssp zooepidemicus,Respiratory,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No,"TMS, Flunixin",,,,,,,,,,Flunixin,,,,,Trimethoprim sulfa,,Pasture/Grain,1,0,1,0
SAMN37981248,JW63,Equine Feces,Equus caballus,Chesterfield,MO,63005,USA,University of Missouri,38.94 N 92.32 W,7165344,1,1,4/12/12,4/20/16,1469,1,4.666666667,Gelding,Male,Quarter Horse,Quarter Horse,Apparently Healthy,Healthy,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,,,,,,,,,,,,,,,Unknown,0,0,0,0
SAMN37981249,JW66,Equine Feces,Equus caballus,Excello,MO,65247,USA,University of Missouri,38.94 N 92.32 W,8150121,1,1,11/5/02,7/1/16,4987,1,7.032258065,Mare,Female,Quarter Horse,Quarter Horse,Streptococcus equi infection,Respiratory,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No,None,,,,,,,,,,,,,,,,,Pasture/Grain,1,0,1,0
SAMN37981250,JW67,Equine Feces,Equus caballus,Columbia,MO,65211,USA,University of Missouri,38.94 N 92.32 W,7167881,1,1,6/30/97,7/1/16,6941,1,7.032258065,Gelding,Male,Quarter Horse,Quarter Horse,Pituitary Pars Intermedia Dysfunction; Recurrent Airway Obstruction,Respiratory,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Yes,None,,,,,,,,,,,,,,,,,Pasture/Hay/Grain,1,1,1,0
SAMN37981251,JW68,Equine Feces,Equus caballus,Barnett,MO,65011,USA,University of Missouri,38.94 N 92.32 W,7167937,1,2,7/1/95,7/4/16,7674,4,7.129032258,Mare,Female,Paint Horse,Other,Apparently Healthy,Healthy,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,,,,,,,,,,,,,,,Pasture/Hay/Grain,1,1,1,0
SAMN37981252,JW69,Equine Feces,Equus caballus,Barnett,MO,65011,USA,University of Missouri,38.94 N 92.32 W,7167937,1,1,7/1/95,7/1/16,7671,1,7.032258065,Mare,Female,Paint Horse,Other,Apparently Healthy,Healthy,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,,,,,,,,,,,,,,,Pasture/Hay/Grain,1,1,1,0
SAMN37981253,JW6,Equine Feces,Equus caballus,Fulton,MO,65251,USA,University of Missouri,38.94 N 92.32 W,7158195,1,1,9/13/97,9/12/15,6573,1,9.4,Mare,Female,Thoroughbred,Hot-blooded,Colitis,Gastrointestinal (Acute),yes,Other,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Dewormer, Kaopectate, Bute, Banamine",,Dewormer,,,Kaopectate,,,,,"Flunixin,Phenylbutazone",,,,,,,Hay/Grain,0,1,1,0
SAMN37981254,JW70,Equine Feces,Equus caballus,Centralia,MO,65240,USA,University of Missouri,38.94 N 92.32 W,7167911,1,1,7/1/95,7/1/16,7671,1,7.032258065,Mare,Female,Morgan,Other,Apparently Healthy,Healthy,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,,,,,,,,,,,,,,,Hay/Grain,0,1,1,0
SAMN37981255,JW71,Equine Feces,Equus caballus,Centralia,MO,65240,USA,University of Missouri,38.94 N 92.32 W,7167911,1,2,7/1/95,7/4/16,7674,4,7.129032258,Mare,Female,Morgan,Other,Apparently Healthy,Healthy,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,,,,,,,,,,,,,,,Hay/Grain,0,1,1,0
SAMN37981256,JW72,Equine Feces,Equus caballus,Barnett,MO,65011,USA,University of Missouri,38.94 N 92.32 W,7167936,1,1,5/24/16,7/1/16,38,1,7.032258065,Colt,Male,Quarter Horse,Quarter Horse,Streptococcus equi infection,Respiratory,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No,"Amikacin, K Pen, Banamine",,,,,,,,,Amikacin,Flunixin,,Penicillin,,,,,Nursing,0,0,0,1
SAMN37981257,JW73,Equine Feces,Equus caballus,Excello,MO,65247,USA,University of Missouri,38.94 N 92.32 W,7167910,1,1,7/1/04,7/1/16,4383,1,7.032258065,Gelding,Male,Quarter Horse,Quarter Horse,Streptococcus equi infection,Respiratory,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No,Banamine,,,,,,,,,,Flunixin,,,,,,,Pasture/Grain,1,0,1,0
SAMN37981258,JW74,Equine Feces,Equus caballus,Excello,MO,65247,USA,University of Missouri,38.94 N 92.32 W,7167910,1,2,7/1/04,7/4/16,4386,4,7.129032258,Gelding,Male,Quarter Horse,Quarter Horse,Streptococcus equi infection,Respiratory,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No,Banamine,,,,,,,,,,Flunixin,,,,,,,Pasture/Grain,1,0,1,0
SAMN37981259,JW75,Equine Feces,Equus caballus,Lebanon,IL,62254,USA,University of Missouri,38.94 N 92.32 W,7167673,1,2,6/25/08,6/26/16,2923,2,6.866666667,Mare,Female,Thoroughbred,Hot-blooded,Apparently Healthy,Healthy,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,,,,,,,,,,,,,,,Pasture/Hay/Grain,1,1,1,0
SAMN37981260,JW76,Equine Feces,Equus caballus,Lebanon,IL,62254,USA,University of Missouri,38.94 N 92.32 W,7167673,1,1,6/25/08,6/25/16,2922,1,6.833333333,Mare,Female,Thoroughbred,Hot-blooded,Apparently Healthy,Healthy,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,,,,,,,,,,,,,,,Pasture/Hay/Grain,1,1,1,0
SAMN37981261,JW77,Equine Feces,Equus caballus,Saint Peters,MO,63303,USA,University of Missouri,38.94 N 92.32 W,7166863,1,1,6/3/13,6/3/16,1096,1,6.1,Filly,Female,Thoroughbred,Hot-blooded,"Colic: Volvulus, small intestine",Gastrointestinal (Acute),yes,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Banamine, Fluids, Gentamicin, K Pen, Polymixin B, Lidocaine,",,Polymyxin,,,,,,,Gentamicin,Flunixin,Lidocaine,Penicillin,,Fluids,,,Hay/Grain,0,1,1,0
SAMN37981262,JW7,Equine Feces,Equus caballus,Fulton,MO,65251,USA,University of Missouri,38.94 N 92.32 W,7158195,1,2,9/13/97,9/14/15,6575,3,9.466666667,Mare,Female,Thoroughbred,Hot-blooded,Colitis,Gastrointestinal (Acute),yes,Other,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Dewormer, Kaopectate, Bute, Banamine",,Dewormer,,,Kaopectate,,,,,"Flunixin,Phenylbutazone",,,,,,,Hay/Grain,0,1,1,0
SAMN37981263,JW8,Equine Feces,Equus caballus,Fulton,MO,65251,USA,University of Missouri,38.94 N 92.32 W,7158195,1,3,9/13/97,9/15/15,6576,4,9.5,Mare,Female,Thoroughbred,Hot-blooded,Colitis,Gastrointestinal (Acute),yes,Other,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Dewormer, Kaopectate, Bute, Banamine",,Dewormer,,,Kaopectate,,,,,"Flunixin,Phenylbutazone",,,,,,,Hay/Grain,0,1,1,0
SAMN37981264,PJ001,Equine Feces,Equus caballus,Boonville,MO,65233,USA,University of Missouri,38.94 N 92.32 W,8177407,1,1,5/12/17,1/3/18,236,1,1.096774194,Colt,Male,Clydesdale,Draught,Umibilical hernia; pneumonia,Respiratory,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No,"Xylazine, Excede, TMS",,,,,,,,,,,,,Ceftiofur,,Trimethoprim sulfa,,Pasture,1,0,0,0
SAMN37981265,PJ002,Equine Feces,Equus caballus,Puxico,MO,63960,USA,University of Missouri,38.94 N 92.32 W,7069418,1,1,1/1/03,1/23/18,5501,1,1.741935484,Gelding,Male,Quarter Horse,Quarter Horse,Colic,Gastrointestinal (Acute),no,Non-Specific,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Banamine, Buscopan, Xylazine",,,,,Butylscopolamine,,Xylazine,,,Flunixin,,,,,,,Pasture/Grain,1,0,1,0
SAMN37981266,PJ003,Equine Feces,Equus caballus,,,,USA,University of Missouri,38.94 N 92.32 W,703318,1,1,1/1/11,1/14/18,2570,1,1.451612903,Gelding,Male,Warmblood,Warmblood,"Colic: Displacement, right dorsal colon; Volvulus, small intestine",Gastrointestinal (Acute),yes,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Banamine, Xylazine, Gentamicin, K pen, Butorphanol, Ketamine, midazolam",Butorphanol,,,,,,"Xylazine,Midazolam",,Gentamicin,Flunixin,Ketamine,Penicillin,,,,,Pasture/Hay/Grain,1,1,1,0
SAMN37981267,PJ004,Equine Feces,Equus caballus,Saint James,MO,65559,USA,University of Missouri,38.94 N 92.32 W,7041918,1,1,1/1/08,1/16/18,3668,1,1.516129032,Mare,Female,Thoroughbred,Hot-blooded,Colic: Abdominal; Hernia: Diaphragmatic,Gastrointestinal (Acute),no,Non-Specific,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,"Xylazine, Fatal Plus",,,,,,,"Xylazine,Fatal-Plus",,,,,,,,,,Pasture/Hay/Grain,1,1,1,0
SAMN37981268,PJ005,Equine Feces,Equus caballus,Waterloo,IL,62298,USA,University of Missouri,38.94 N 92.32 W,7008318,1,1,1/12/08,1/3/18,3644,1,1.096774194,Mare,Female,Clydesdale,Draught,Hypertrophic Pododermatitis (Canker),Musculoskeletal,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,"Xylazine, Dexamethasone, TMS, Phenylbutazone",,,,,,,Xylazine,,,Phenylbutazone,,,,,Trimethoprim sulfa,Dexamethasone,Pasture/Hay/Grain,1,1,1,0
SAMN37981269,PJ006,Equine Feces,Equus caballus,Stilwell,KS,66085,USA,University of Missouri,38.94 N 92.32 W,7020518,1,1,1/1/10,1/8/18,2929,1,1.258064516,Mare,Female,Warmblood,Warmblood,Colic: Abdominal,Gastrointestinal (Acute),no,Non-Specific,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Xylazine, Banamine",,,,,,,Xylazine,,,Flunixin,,,,,,,Pasture/Hay/Grain,1,1,1,0
SAMN37981270,PJ007,Equine Feces,Equus caballus,Bellflower,MO,63333,USA,University of Missouri,38.94 N 92.32 W,7027417,1,1,1/12/93,12/22/17,9110,1,12.70967742,Gelding,Male,Paso Fino,Other,"Penetrating Foreign Body, neck",Integumentary,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,"Dormosedan, TMS, Phenylbutazone",,,,,,,Detomidine,,,Phenylbutazone,,,,,Trimethoprim sulfa,,Pasture/Hay/Grain,1,1,1,0
SAMN37981271,PJ008,Equine Feces,Equus caballus,Fulton,MO,65251,USA,University of Missouri,38.94 N 92.32 W,8176815,1,3,11/19/00,1/17/18,6268,5,1.548387097,Gelding,Male,Quarter Horse,Quarter Horse,FUO,Systemic,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,No,"Excede, TMS, Omeprazole, Phenylbutazone",,,,Omeprazole,"Butylscopolamine,Sucralfate",,,,,"Flunixin,Phenylbutazone",,,Ceftiofur,Lactated Ringer's Solution,Trimethoprim sulfa,,Hay/Grain,0,1,1,0
SAMN37981272,PJ009,Equine Feces,Equus caballus,Boonville,MO,65233,USA,University of Missouri,38.94 N 92.32 W,8177406,1,1,1/23/17,1/8/18,350,1,1.258064516,Colt,Male,Clydesdale,Draught,Apparently Healthy,Healthy,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,,,,,,,,,,,,,,,Pasture/Hay,1,1,0,0
SAMN37981273,PJ010,Equine Feces,Equus caballus,Pleasant Hill,MO,64080,USA,University of Missouri,38.94 N 92.32 W,7008017,1,1,12/1/94,12/13/17,8413,1,12.41935484,Mare,Female,Paint Horse,Other,Squamous Cell Carcinoma,Ocular,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No,"Xylazine, Dormosedan, Phenylbutazone, TMS",,,,,,,"Xylazine,Detomidine",,,Phenylbutazone,,,,,Trimethoprim sulfa,,Pasture/Hay,1,1,0,0
SAMN37981274,PJ011,Equine Feces,Equus caballus,Birchtree,MO,65438,USA,University of Missouri,38.94 N 92.32 W,7025817,1,1,1/1/15,12/23/17,1087,1,12.74193548,Gelding,Male,Quarter Horse,Quarter Horse,"Corneal ulcer, melting",Ocular,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No,"K Pen, Flunixin, Gentamicin",,,,,,,,,Gentamicin,Flunixin,,Penicillin,,,,,Hay/Grain,0,1,1,0
SAMN37981275,PJ012,Equine Feces,Equus caballus,Luebbering,MO,63061,USA,University of Missouri,38.94 N 92.32 W,7007517,1,1,1/12/02,12/13/17,5814,1,12.41935484,Mare,Female,Quarter Horse,Quarter Horse,Lameness,Musculoskeletal,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,"Phenylbutazone,",,,,,,,,,,Phenylbutazone,,,,,,,Pasture/Hay/Grain,1,1,1,0
SAMN37981276,PJ013,Equine Feces,Equus caballus,Billings,MO,65610,USA,University of Missouri,38.94 N 92.32 W,8177508,1,1,12/7/15,12/7/17,731,1,12.22580645,Gelding,Male,Quarter Horse,Quarter Horse,Masticatory Muscle Myositis,Musculoskeletal,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,"Dexamethasone, Banamine, K Pen, Omeprazole",Pentoxifylline,,,Omeprazole,,,,Vitamin E,,Flunixin,,Penicillin,,,,"Dexamethasone,Prednisolone",Pasture/Hay/Grain,1,1,1,0
SAMN37981277,PJ014,Equine Feces,Equus caballus,Boonville,MO,65233,USA,University of Missouri,38.94 N 92.32 W,8177408,1,1,5/13/07,1/3/18,3888,1,1.096774194,Colt,Male,Clydesdale,Draught,Hernia: umbilical,Respiratory,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No,None,,,,,,,,,,,,,,,,,Hay,0,1,0,0
SAMN37981278,PJ015,Equine Feces,Equus caballus,Archie,MO,64725,USA,University of Missouri,38.94 N 92.32 W,7037417,1,1,6/1/17,12/27/17,209,1,12.87096774,Colt,Male,Appaloosa,Other,Corneal Staphyloma,Ocular,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No,"Penicillin, Banamine, Gentamicin",,,,,,,,,Gentamicin,Flunixin,,Penicillin,,,,,Hay/Grain,0,1,1,0
SAMN37981279,PJ016,Equine Feces,Equus caballus,Labadie,MO,63055,USA,University of Missouri,38.94 N 92.32 W,8177310,1,1,1/12/13,12/13/17,1796,1,12.41935484,Gelding,Male,Thoroughbred,Hot-blooded,Osteochondral fragments,Musculoskeletal,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,"Phenylbutazone, K Pen, Gentocin, Butorphanol, Omeprazole",Butorphanol,,,Omeprazole,,,,,Gentamicin,Phenylbutazone,,Penicillin,,,,,Hay/Grain,0,1,1,0
SAMN37981280,PJ017,Equine Feces,Equus caballus,Linn Creek,MO,65052,USA,University of Missouri,38.94 N 92.32 W,8176624,2,3,11/13/02,1/3/18,5530,1,1.096774194,Mare,Female,Standardbred,Other,Hydrocephalus: Acquired,Neurologic,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes,"Enrofloxacin, Dexamethasone, Banamine",,Enrofloxacin,,,,,,,,Flunixin,,,,,,Dexamethasone,Hay/Grain,0,1,1,0
SAMN37981281,PJ018,Equine Feces,Equus caballus,Boonville,MO,65233,USA,University of Missouri,38.94 N 92.32 W,7167647,1,1,6/24/98,12/20/17,7119,1,12.64516129,Gelding,Male,Quarter Horse,Quarter Horse,Ulcer: gastric,Gastrointestinal (Chronic),,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,No,"Omeprazole, Phenylbutazone",,,,Omeprazole,,,,,,Phenylbutazone,,,,,,,Pasture/Hay/Grain,1,1,1,0
SAMN37981282,PJ019,Equine Feces,Equus caballus,Green Ridge,MO,65332,USA,University of Missouri,38.94 N 92.32 W,7136372,1,1,12/17/10,1/15/18,2586,1,1.483870968,Gelding,Male,Arabian,Hot-blooded,Colic: Abdominal,Gastrointestinal (Acute),no,Non-Specific,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Banamine, Xylazine",,,,,,,Xylazine,,,Flunixin,,,,Lactated Ringer's Solution,,,Hay/Grain,0,1,1,0
SAMN37981283,PJ020,Equine Feces,Equus caballus,Green Ridge,MO,65332,USA,University of Missouri,38.94 N 92.32 W,7136372,1,3,12/17/10,1/17/18,2588,3,1.548387097,Gelding,Male,Arabian,Hot-blooded,Colic: Abdominal,Gastrointestinal (Acute),no,Non-Specific,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Banamine, Xylazine",,,,,,,Xylazine,,,Flunixin,,,,Lactated Ringer's Solution,,,Hay/Grain,0,1,1,0
SAMN37981284,PJ021,Equine Feces,Equus caballus,Fulton,MO,65251,USA,University of Missouri,38.94 N 92.32 W,7052718,1,1,1/1/07,1/19/18,4036,1,1.612903226,Gelding,Male,Quarter Horse,Quarter Horse,"Colic: Displacement, right dorsal colon",Gastrointestinal (Acute),no,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Fluids, Banamine, Butorphanol, Gentamicin, Procaine penicillin",Butorphanol,,,,,,,,Gentamicin,Flunixin,,Penicillin,,Fluids,,,Pasture/Hay/Grain,1,1,1,0
SAMN37981285,PJ022,Equine Feces,Equus caballus,Fulton,MO,65251,USA,University of Missouri,38.94 N 92.32 W,7052718,1,2,1/1/07,1/20/18,4037,2,1.64516129,Gelding,Male,Quarter Horse,Quarter Horse,"Colic: Displacement, right dorsal colon",Gastrointestinal (Acute),no,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Banamine, Butorphanol, Gentamicin, Procaine Penicillin",Butorphanol,,,,,,,,Gentamicin,Flunixin,,Penicillin,,Fluids,,,Pasture/Hay/Grain,1,1,1,0
SAMN37981286,PJ023,Equine Feces,Equus caballus,Fulton,MO,65251,USA,University of Missouri,38.94 N 92.32 W,7052718,1,3,1/1/07,1/21/18,4038,3,1.677419355,Gelding,Male,Quarter Horse,Quarter Horse,"Colic: Displacement, right dorsal colon",Gastrointestinal (Acute),no,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Fluids, Banamine, Butorphanol, Gentamicin, Procaine penicillin",Butorphanol,,,,,,,,Gentamicin,Flunixin,,Penicillin,,Fluids,,,Pasture/Hay/Grain,1,1,1,0
SAMN37981287,PJ024,Equine Feces,Equus caballus,Puxico,MO,63960,USA,University of Missouri,38.94 N 92.32 W,7069418,1,2,1/1/03,1/24/18,5502,2,1.774193548,Gelding,Male,Quarter Horse,Quarter Horse,Colic,Gastrointestinal (Acute),no,Non-Specific,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Banamine, Buscopan, Xylazine",,,,,Butylscopolamine,,Xylazine,,,Flunixin,,,,,,,Pasture/Hay,1,1,0,0
SAMN37981288,PJ025,Equine Feces,Equus caballus,Columbia,MO,65201,USA,University of Missouri,38.94 N 92.32 W,8177331,1,3,12/2/01,12/13/17,5855,10,12.41935484,Gelding,Male,Quarter Horse,Quarter Horse,Septic peritonitis; Streptococcus equi infection,Gastrointestinal (Acute),yes,Infectious,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Banamine, K Pen, Gentacin, Metronidazole, Chloramphenicol, yeast",,,,,,,,Yeast,"Gentamicin,Metronidazole",Flunixin,,Penicillin,Chloramphenicol,,,,Pasture/Hay,1,1,0,0
SAMN37981289,PJ026,Equine Feces,Equus caballus,Fulton,MO,65251,USA,University of Missouri,38.94 N 92.32 W,8176815,1,2,11/19/00,1/15/18,6266,3,1.483870968,Gelding,Male,Quarter Horse,Quarter Horse,FUO,Systemic,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,No,"Excede, TMS, Omeprazole, Phenylbutazone",,,,Omeprazole,"Butylscopolamine,Sucralfate",,,,,"Flunixin,Phenylbutazone",,,Ceftiofur,Lactated Ringer's Solution,Trimethoprim sulfa,,Hay/Grain,0,1,1,0
SAMN37981290,PJ027,Equine Feces,Equus caballus,Bolivar,MO,65613,USA,University of Missouri,38.94 N 92.32 W,8175078,1,1,4/10/08,12/18/17,3539,1,12.58064516,Mare,Female,Missouri Fox Trotter,Other,Apparently Healthy,Healthy,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Xylazine,,,,,,,Xylazine,,,,,,,,,,Hay/Grain,0,1,1,0
SAMN37981291,PJ028,Equine Feces,Equus caballus,Millstadt,IL,62260,USA,University of Missouri,38.94 N 92.32 W,7133864,1,1,5/9/09,12/19/17,3146,1,12.61290323,Gelding,Male,Thoroughbred,Hot-blooded,Lameness,Musculoskeletal,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,None,,,,,,,,,,,,,,,,,Hay/Grain,0,1,1,0
SAMN37981292,PJ029,Equine Feces,Equus caballus,Springfield,MO,65802,USA,University of Missouri,38.94 N 92.32 W,7011717,1,1,12/1/96,12/15/17,7684,1,12.48387097,Gelding,Male,Arabian,Hot-blooded,Colic: Small Intestinal entrapment,Gastrointestinal (Acute),yes,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,"Banamine, Xylazine, Fluids, anesthestics",,,,,,,Xylazine,,,Flunixin,Anesthesia,,,Fluids,,,Hay/Grain,0,1,1,0
SAMN37981293,PJ030,Equine Feces,Equus caballus,Fulton,MO,65251,USA,University of Missouri,38.94 N 92.32 W,8176815,1,1,11/19/00,1/13/18,6264,1,1.419354839,Gelding,Male,Quarter Horse,Quarter Horse,FUO,Systemic,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,No,"Excede, TMS, Omeprazole, Phenylbutazone",,,,Omeprazole,"Butylscopolamine,Sucralfate",,,,,"Flunixin,Phenylbutazone",,,Ceftiofur,Lactated Ringer's Solution,Trimethoprim sulfa,,Hay/Grain,0,1,1,0
SAMN37981294,PJ031,Equine Feces,Equus caballus,Columbia,MO,65202,USA,University of Missouri,38.94 N 92.32 W,7166312,1,1,5/4/16,12/13/17,588,1,12.41935484,Colt,Male,Saddlebred,Other,Distal Check Ligament,Musculoskeletal,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,None,,,,,,,,,,,,,,,,,Pasture/Hay/Grain,1,1,1,0
SAMN37981295,PJ032,Equine Feces,Equus caballus,Columbia,MO,65211,USA,University of Missouri,38.94 N 92.32 W,8176746,1,6,11/16/00,12/13/17,6236,28,12.41935484,Gelding,Male,Thoroughbred,Hot-blooded,Lameness: Forelimb,Musculoskeletal,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Phenylbutazone,,,,,,,,,,Phenylbutazone,,,,,,,Hay/Grain,0,1,1,0
SAMN37981296,PJ033,Equine Feces,Equus caballus,Bolivar,MO,65613,USA,University of Missouri,38.94 N 92.32 W,8175077,1,1,8/3/17,12/18/17,137,1,12.58064516,Colt,Male,Missouri Fox Trotter,Other,Angular limb deformity: Carpus,Musculoskeletal,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,"TMS, Phenylbutazone",,,,,,,,,,Phenylbutazone,,,,,Trimethoprim sulfa,,Hay/Grain,0,1,1,0
SAMN37981297,PJ034,Equine Feces,Equus caballus,Billings,MO,65610,USA,University of Missouri,38.94 N 92.32 W,8177508,1,2,12/7/15,12/11/17,735,5,12.35483871,Gelding,Male,Quarter Horse,Quarter Horse,Masticatory Muscle Myositis,Musculoskeletal,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,"Banamine, K Pen, Omeprazole, Vit-E, Pentoxyfylline, Prednisolone",Pentoxifylline,,,Omeprazole,,,,Vitamin E,,Flunixin,,Penicillin,,,,"Dexamethasone,Prednisolone",Pasture/Hay/Grain,1,1,1,0
SAMN37981298,PJ035,Equine Feces,Equus caballus,Fair Grove,MO,65648,USA,University of Missouri,38.94 N 92.32 W,8177589,1,1,12/10/02,12/11/17,5480,1,12.35483871,Gelding,Male,Quarter Horse,Quarter Horse,Colic: Small intestinal entrapment,Gastrointestinal (Acute),yes,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,"Banamine, Fluids",,,,,,,,,,Flunixin,,,,Fluids,,,Hay,0,1,0,0
SAMN37981299,PJ036,Equine Feces,Equus caballus,Columbia,MO,65211,USA,University of Missouri,38.94 N 92.32 W,8176746,1,5,11/16/00,12/11/17,6234,26,12.35483871,Gelding,Male,Thoroughbred,Hot-blooded,Lameness: Forelimb,Musculoskeletal,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Phenylbutazone,,,,,,,,,,Phenylbutazone,,,,,,,Hay/Grain,0,1,1,0
SAMN37981300,PJ037,Equine Feces,Equus caballus,Columbia,MO,65203,USA,University of Missouri,38.94 N 92.32 W,4460911,1,1,10/18/07,12/4/17,3700,1,12.12903226,Gelding,Male,Thoroughbred,Hot-blooded,Apparently Healthy,Healthy,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No,None,,,,,,,,,,,,,,,,,Pasture/Hay/Grain,1,1,1,0
SAMN37981301,PJ038,Equine Feces,Equus caballus,Springfield,MO,65807,USA,University of Missouri,38.94 N 92.32 W,8177397,1,1,12/4/07,12/5/17,3654,1,12.16129032,Gelding,Male,Quarter Horse,Quarter Horse,Pneumonia,Respiratory,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Yes,"Excede, Banamine, K Pen, Metronidazole, Fluids, Furosamide, Gentamicin, Solumedrol,",,,,,Furosemide,,,,"Metronidazole,Gentamicin",Flunixin,,Penicillin,Ceftiofur,"Fluids,Lactated Ringer's Solution",,Solumedrol,Pasture/Hay/Grain,1,1,1,0
SAMN37981302,AE039,Equine Feces,Equus caballus,Springfield,MO,65807,USA,University of Missouri,38.94 N 92.32 W,8177397,1,2,12/4/07,12/6/17,3655,2,12.19354839,Gelding,Male,Quarter Horse,Quarter Horse,Pneumonia,Respiratory,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Yes,"Banamine 9.2mL IV BID, K Pen 18.5mL IV QID, Gentamicin 29.4mL IV SID,  Metronidazole 12.5 tabs PO BID, Furosimide IV once, Solumedrol 500mg IV once, 6L LRS initially, 0.5L/hr overnight LRS",,,,,Furosemide,,,,"Metronidazole,Gentamicin",Flunixin,,Penicillin,Ceftiofur,"Fluids,Lactated Ringer's Solution",,Solumedrol,Pasture/Hay,1,1,0,0
